i_TradePeriodNodeDemand,-,-
TP37,BDE0111,7.092
TP37,BLN0331,62.637
TP37,BOB0331,9.766
TP37,BPD1101,1.678
TP37,BPE0331,84.24
TP37,BPE0551,0.445
TP37,BPT1101,0.346
TP37,BRB0331,41.442
TP37,BRK0331,25.845
TP37,BRY0661,127.678
TP37,BWK1101,0
TP37,CBG0111,28.607
TP37,CLH0111,0.446
TP37,CML0331,31.959
TP37,COL0111,0.243
TP37,COL0661,0
TP37,CPK0111,19.796
TP37,CST0331,42.259
TP37,CUL0331,7.763
TP37,CUL0661,5.031
TP37,CYD0331,3.329
TP37,CYD2201,0
TP37,DOB0331,2.902
TP37,DVK0111,11.19
TP37,EDG0331,57.39
TP37,EDN0331,5.257
TP37,FHL0331,42.213
TP37,FKN0331,56.273
TP37,GFD0331,52.282
TP37,GLN0331,48.174
TP37,GLN0332,49.909
TP37,GOR0331,23.613
TP37,GYM0661,11.256
TP37,GYT0331,7.63
TP37,HAM0111,25.812
TP37,HAM0551,0.3
TP37,HAY0111,16.312
TP37,HAY0331,14.032
TP37,HEN0331,108.598
TP37,HEP0331,128.318
TP37,HKK0661,2.496
TP37,HLY0331,18.598
TP37,HOB1101,29.931
TP37,HOR0331,7.449
TP37,HOR0661,4.023
TP37,HTI0331,23.116
TP37,HUI0331,24.896
TP37,HWA0331,23.978
TP37,HWA0332,5.316
TP37,HWA1101,0
TP37,HWA1102,0
TP37,HWB0331,42.767
TP37,HWB0332,39.439
TP37,HWB1101,7.927
TP37,INV0331,75.442
TP37,ISL0661,360.441
TP37,KAI0111,26.133
TP37,KAW0112,38.633
TP37,KAW1101,0
TP37,KBY0661,1.103
TP37,KBY0662,1.262
TP37,KIK0111,1.566
TP37,KIN0111,41.562
TP37,KIN0112,-18.537
TP37,KIN0113,16.074
TP37,KMO0331,17.61
TP37,KOE1101,41.284
TP37,KPA1101,0
TP37,KUM0661,-2.125
TP37,KWA0111,26.079
TP37,LFD1101,0.926
TP37,LFD1102,0.869
TP37,LTN0331,44.837
TP37,MAN2201,0.921
TP37,MAT1101,0.337
TP37,MCH0111,1.386
TP37,MER0331,0
TP37,MGM0331,7.375
TP37,MHO0331,30.015
TP37,MKE1101,0.314
TP37,MLG0111,20.46
TP37,MLG0331,31.252
TP37,MNG0331,90.337
TP37,MNG1101,7.769
TP37,MNI0111,5.991
TP37,MST0331,37.823
TP37,MTM0331,59.501
TP37,MTN0331,14.572
TP37,MTO0331,13.07
TP37,MTR0331,6.125
TP37,NAP2201,0
TP37,NAP2202,0
TP37,NMA0331,18.711
TP37,NPK0331,4.112
TP37,NPL0331,10.736
TP37,NSY0331,23.993
TP37,OAM0331,26.994
TP37,OKN0111,6.175
TP37,ONG0331,1.355
TP37,OPK0331,5.529
TP37,ORO1101,3.18
TP37,ORO1102,3.133
TP37,OTA0221,49.641
TP37,OTI0111,0.421
TP37,OWH0111,10.749
TP37,PAK0331,114.356
TP37,PAO1101,28.018
TP37,PEN0221,44.274
TP37,PEN0251,4.114
TP37,PEN1101,114.391
TP37,PNI0331,17.033
TP37,PPI2201,0
TP37,RDF0331,51.064
TP37,RFN1101,1.309
TP37,RFN1102,1.299
TP37,ROS0221,88.804
TP37,ROS1101,49.822
TP37,ROT0111,21.747
TP37,ROT0331,33.604
TP37,ROT1101,0
TP37,SBK0331,25.602
TP37,SBK0661,13.631
TP37,SDN0331,59.231
TP37,SFD0331,18.351
TP37,SFD2201,0
TP37,STK0331,112.155
TP37,STK0661,21.629
TP37,STU0111,7.168
TP37,SVL0331,74.706
TP37,SWN0251,3.738
TP37,SWN2201,0.12
TP37,TAK0331,94.47
TP37,TGA0111,25.903
TP37,TGA0331,74.735
TP37,THI2201,0
TP37,TIM0111,57.416
TP37,TKA0331,3.742
TP37,TKH0111,1.18
TP37,TKR0331,83.218
TP37,TKU0331,6.637
TP37,TMI0331,28.571
TP37,TMK0331,16.997
TP37,TMN0551,0.369
TP37,TMU0111,27.661
TP37,TNG0111,20.469
TP37,TNG0551,0.062
TP37,TRK0111,6.469
TP37,TUI1101,49.576
TP37,TWC2201,-0.547
TP37,TWH0331,66.663
TP37,TWI2201,576.834
TP37,TWZ0331,6.463
TP37,UHT0331,27.167
TP37,WAI0111,9.184
TP37,WDV0111,2.278
TP37,WDV1101,0.472
TP37,WEL0331,31.306
TP37,WHI2201,0.18
TP37,WIL0331,7.162
TP37,WIR0331,72.174
TP37,WKM2201,5.226
TP37,WPR0331,6.51
TP37,WPR0661,2.453
TP37,WPT0111,0
TP37,WPW0331,18.034
TP37,WRD0331,64.139
TP37,WRK0331,35.285
TP37,WTK0111,0
TP37,WTK0331,0
TP37,WTU0331,70.614
TP37,WVY0111,3.444
TP37,WWD1102,-52.921
TP37,WWD1103,-54.882
TP38,BOB1101,50.93
TP38,CPK0331,131.272
TP38,HAM0331,101.395
TP38,HIN0331,29.614
TP38,ISL0331,57.714
TP38,KAW0111,17.01
TP38,KAW0113,2.815
TP38,KIN0331,15.127
TP38,KPU0661,39.715
TP38,MPE1101,92.832
TP38,PEN0331,216.045
TP38,PRM0331,50.972
TP38,WGN0331,22.039
TP38,WHI0111,27.375
TP38,WHU0331,16.31
TP38,WKO0331,30.562
TP38,KAW0112_DLS0,0
TP38,KAW0113_DLS1,0
TP38,ABY0111,-2.868
TP38,ALB0331,115.807
TP38,ALB1101,62.436
TP38,APS0111,0.231
TP38,ARG1101,0
TP38,ASB0331,21.743
TP38,ASB0661,27.699
TP38,ASY0111,12.831
TP38,ATU1101,0.146
TP38,BAL0331,18.815
TP38,BDE0111,6.89
TP38,BLN0331,62.036
TP38,BOB0331,9.498
TP38,BPD1101,1.648
TP38,BPE0331,82.593
TP38,BPE0551,0.875
TP38,BPT1101,0.346
TP38,BRB0331,41.317
TP38,BRK0331,25.461
TP38,BRY0661,129.734
TP38,BWK1101,0
TP38,CBG0111,27.753
TP38,CLH0111,0.424
TP38,CML0331,31.513
TP38,COL0111,0.242
TP38,COL0661,0
TP38,CPK0111,19.803
TP38,CST0331,40.913
TP38,CUL0331,7.54
TP38,CUL0661,5.285
TP38,CYD0331,2.895
TP38,CYD2201,0
TP38,DOB0331,2.721
TP38,DVK0111,11.011
TP38,EDG0331,55.603
TP38,EDN0331,5.143
TP38,FHL0331,42.299
TP38,FKN0331,56.645
TP38,GFD0331,52.168
TP38,GLN0331,46.747
TP38,GLN0332,50.386
TP38,GOR0331,22.75
TP38,GYM0661,10.962
TP38,GYT0331,7.553
TP38,HAM0111,25.577
TP38,HAM0551,0.131
TP38,HAY0111,16.198
TP38,HAY0331,13.904
TP38,HEN0331,109.081
TP38,HEP0331,129.765
TP38,HKK0661,2.337
TP38,HLY0331,18.105
TP38,HOB1101,28.534
TP38,HOR0331,7.386
TP38,HOR0661,3.849
TP38,HTI0331,22.455
TP38,HUI0331,24.437
TP38,HWA0331,23.579
TP38,HWA0332,5.341
TP38,HWA1101,0
TP38,HWA1102,0
TP38,HWB0331,42.553
TP38,HWB0332,38.331
TP38,HWB1101,7.684
TP38,INV0331,73.682
TP38,ISL0661,358.633
TP38,KAI0111,26.303
TP38,KAW0112,38.823
TP38,KAW1101,0
TP38,KBY0661,1.122
TP38,KBY0662,1.281
TP38,KIK0111,1.64
TP38,KIN0111,41.554
TP38,KIN0112,-20.003
TP38,KIN0113,16.497
TP38,KMO0331,17.777
TP38,KOE1101,39.761
TP38,KPA1101,0
TP38,KUM0661,-2.304
TP38,KWA0111,25.035
TP38,LFD1101,0.911
TP38,LFD1102,0.847
TP38,LTN0331,44.294
TP38,MAN2201,0.899
TP38,MAT1101,0.336
TP38,MCH0111,1.307
TP38,MER0331,0
TP38,MGM0331,7.181
TP38,MHO0331,29.218
TP38,MKE1101,0.214
TP38,MLG0111,20.198
TP38,MLG0331,30.533
TP38,MNG0331,88.25
TP38,MNG1101,7.844
TP38,MNI0111,6.001
TP38,MST0331,37.019
TP38,MTM0331,58.64
TP38,MTN0331,14.289
TP38,MTO0331,13.838
TP38,MTR0331,6.084
TP38,NAP2201,0
TP38,NAP2202,0
TP38,NMA0331,15.345
TP38,NPK0331,4.585
TP38,NPL0331,10.502
TP38,NSY0331,24.035
TP38,OAM0331,26.366
TP38,OKN0111,6.157
TP38,ONG0331,1.191
TP38,OPK0331,5.315
TP38,ORO1101,2.992
TP38,ORO1102,2.943
TP38,OTA0221,49.392
TP38,OTI0111,0.333
TP38,OWH0111,10.923
TP38,PAK0331,116.176
TP38,PAO1101,27.189
TP38,PEN0221,43.708
TP38,PEN0251,4.449
TP38,PEN1101,110.755
TP38,PNI0331,16.962
TP38,PPI2201,0
TP38,RDF0331,50.771
TP38,RFN1101,1.335
TP38,RFN1102,1.316
TP38,ROS0221,89.553
TP38,ROS1101,50.773
TP38,ROT0111,21.27
TP38,ROT0331,33.482
TP38,ROT1101,0
TP38,SBK0331,25.456
TP38,SBK0661,13.356
TP38,SDN0331,58.207
TP38,SFD0331,18.006
TP38,SFD2201,0
TP38,STK0331,111.135
TP38,STK0661,21.206
TP38,STU0111,6.893
TP38,SVL0331,74.561
TP38,SWN0251,3.634
TP38,SWN2201,0.08
TP38,TAK0331,94.505
TP38,TGA0111,25.624
TP38,TGA0331,73.316
TP38,THI2201,0
TP38,TIM0111,56.603
TP38,TKA0331,3.698
TP38,TKH0111,1.155
TP38,TKR0331,82.738
TP38,TKU0331,6.484
TP38,TMI0331,28.263
TP38,TMK0331,16.408
TP38,TMN0551,1.672
TP38,TMU0111,26.687
TP38,TNG0111,21.147
TP38,TNG0551,0.063
TP38,TRK0111,6.69
TP38,TUI1101,49.43
TP38,TWC2201,0.27
TP38,TWH0331,64.03
TP38,TWI2201,576.563
TP38,TWZ0331,6.329
TP38,UHT0331,27.249
TP38,WAI0111,8.831
TP38,WDV0111,2.265
TP38,WDV1101,0.463
TP38,WEL0331,31.017
TP38,WHI2201,0.176
TP38,WIL0331,7.094
TP38,WIR0331,71.951
TP38,WKM2201,5.072
TP38,WPR0331,6.77
TP38,WPR0661,2.675
TP38,WPT0111,0
TP38,WPW0331,17.472
TP38,WRD0331,65.072
TP38,WRK0331,35.81
TP38,WTK0111,0
TP38,WTK0331,0
TP38,WTU0331,70.159
TP38,WVY0111,3.398
TP38,WWD1102,-55.135
TP38,WWD1103,-53.472
TP39,BOB1101,52.496
TP39,CPK0331,129.636
TP39,HAM0331,109.197
TP39,HIN0331,28.033
TP39,ISL0331,56.88
TP39,KAW0111,17.067
TP39,KAW0113,2.799
TP39,KIN0331,14.814
TP39,KPU0661,38.177
TP39,MPE1101,93.052
TP39,PEN0331,217.372
TP39,PRM0331,49.2
TP39,WGN0331,21.257
TP39,WHI0111,30.024
TP39,WHU0331,15.662
TP39,WKO0331,29.684
TP39,KAW0112_DLS0,0
TP39,KAW0113_DLS1,0
TP39,ABY0111,2.758
TP39,ALB0331,115.4
TP39,ALB1101,61.241
TP39,APS0111,0.225
TP39,ARG1101,0
TP39,ASB0331,21.106
TP39,ASB0661,29.991
TP39,ASY0111,12.534
TP39,ATU1101,0.123
TP39,BAL0331,18.529
TP39,BDE0111,6.625
TP39,BLN0331,61.496
TP39,BOB0331,8.442
TP39,BPD1101,1.589
TP39,BPE0331,80.351
TP39,BPE0551,1.621
TP39,BPT1101,0.346
TP39,BRB0331,41.772
TP39,BRK0331,24.793
TP39,BRY0661,128.535
TP39,BWK1101,0
TP39,CBG0111,27.015
TP39,CLH0111,0.409
TP39,CML0331,30.139
TP39,COL0111,0.226
TP39,COL0661,0
TP39,CPK0111,19.358
TP39,CST0331,39.376
TP39,CUL0331,7.38
TP39,CUL0661,5.33
TP39,CYD0331,2.04
TP39,CYD2201,0
TP39,DOB0331,2.565
TP39,DVK0111,10.865
TP39,EDG0331,55.632
TP39,EDN0331,5
TP39,FHL0331,45.802
TP39,FKN0331,55.45
TP39,GFD0331,50.812
TP39,GLN0331,77.554
TP39,GLN0332,48.548
TP39,GOR0331,21.617
TP39,GYM0661,10.625
TP39,GYT0331,7.233
TP39,HAM0111,30.82
TP39,HAM0551,0.129
TP39,HAY0111,15.806
TP39,HAY0331,13.545
TP39,HEN0331,104.959
TP39,HEP0331,127.011
TP39,HKK0661,2.102
TP39,HLY0331,18.62
TP39,HOB1101,27.399
TP39,HOR0331,7.271
TP39,HOR0661,3.825
TP39,HTI0331,21.771
TP39,HUI0331,23.409
TP39,HWA0331,23.06
TP39,HWA0332,5.592
TP39,HWA1101,0
TP39,HWA1102,0
TP39,HWB0331,39.303
TP39,HWB0332,37
TP39,HWB1101,7.436
TP39,INV0331,69.56
TP39,ISL0661,356.356
TP39,KAI0111,26.13
TP39,KAW0112,38.814
TP39,KAW1101,0
TP39,KBY0661,1.153
TP39,KBY0662,1.313
TP39,KIK0111,1.724
TP39,KIN0111,41.102
TP39,KIN0112,-22.028
TP39,KIN0113,16.151
TP39,KMO0331,16.862
TP39,KOE1101,37.475
TP39,KPA1101,0
TP39,KUM0661,-2.373
TP39,KWA0111,24.308
TP39,LFD1101,0.92
TP39,LFD1102,0.843
TP39,LTN0331,43.098
TP39,MAN2201,0.916
TP39,MAT1101,0.335
TP39,MCH0111,1.432
TP39,MER0331,0
TP39,MGM0331,6.913
TP39,MHO0331,28.145
TP39,MKE1101,0.191
TP39,MLG0111,20.183
TP39,MLG0331,29.029
TP39,MNG0331,88.395
TP39,MNG1101,8.008
TP39,MNI0111,5.959
TP39,MST0331,35.889
TP39,MTM0331,57.029
TP39,MTN0331,13.788
TP39,MTO0331,13.532
TP39,MTR0331,5.918
TP39,NAP2201,0
TP39,NAP2202,0
TP39,NMA0331,11.959
TP39,NPK0331,4.522
TP39,NPL0331,10.157
TP39,NSY0331,23.654
TP39,OAM0331,25.398
TP39,OKN0111,5.996
TP39,ONG0331,0.812
TP39,OPK0331,5.083
TP39,ORO1101,2.869
TP39,ORO1102,2.819
TP39,OTA0221,50.014
TP39,OTI0111,0.079
TP39,OWH0111,11.784
TP39,PAK0331,120.762
TP39,PAO1101,26.251
TP39,PEN0221,43.583
TP39,PEN0251,3.751
TP39,PEN1101,107.287
TP39,PNI0331,16.471
TP39,PPI2201,0
TP39,RDF0331,55.056
TP39,RFN1101,1.317
TP39,RFN1102,1.284
TP39,ROS0221,94.269
TP39,ROS1101,51.735
TP39,ROT0111,23.597
TP39,ROT0331,34.765
TP39,ROT1101,0
TP39,SBK0331,24.432
TP39,SBK0661,13.195
TP39,SDN0331,56.407
TP39,SFD0331,17.401
TP39,SFD2201,0
TP39,STK0331,112.868
TP39,STK0661,22.973
TP39,STU0111,6.642
TP39,SVL0331,71.365
TP39,SWN0251,2.965
TP39,SWN2201,0.1
TP39,TAK0331,98.949
TP39,TGA0111,25.105
TP39,TGA0331,70.648
TP39,THI2201,0
TP39,TIM0111,55.704
TP39,TKA0331,3.686
TP39,TKH0111,1.102
TP39,TKR0331,80.531
TP39,TKU0331,6.252
TP39,TMI0331,27.449
TP39,TMK0331,16.211
TP39,TMN0551,4.403
TP39,TMU0111,25.571
TP39,TNG0111,21.299
TP39,TNG0551,0.064
TP39,TRK0111,7.026
TP39,TUI1101,49.249
TP39,TWC2201,0.735
TP39,TWH0331,65.519
TP39,TWI2201,574.509
TP39,TWZ0331,6.132
TP39,UHT0331,26.783
TP39,WAI0111,8.436
TP39,WDV0111,2.239
TP39,WDV1101,0.457
TP39,WEL0331,29.874
TP39,WHI2201,0.17
TP39,WIL0331,3.537
TP39,WIR0331,73.065
TP39,WKM2201,4.744
TP39,WPR0331,6.539
TP39,WPR0661,2.543
TP39,WPT0111,0
TP39,WPW0331,16.614
TP39,WRD0331,64.004
TP39,WRK0331,39.434
TP39,WTK0111,0
TP39,WTK0331,0
TP39,WTU0331,73.927
TP39,WVY0111,3.193
TP39,WWD1102,-51.713
TP39,WWD1103,-53.499
TP40,BOB1101,51.158
TP40,CPK0331,126.325
TP40,HAM0331,118.81
TP40,HIN0331,27.097
TP40,ISL0331,55.398
TP40,KAW0111,16.403
TP40,KAW0113,3.099
TP40,KIN0331,14.191
TP40,KPU0661,36.62
TP40,MPE1101,92.851
TP40,PEN0331,220.052
TP40,PRM0331,48.783
TP40,WGN0331,20.525
TP40,WHI0111,31.396
TP40,WHU0331,15.191
TP40,WKO0331,28.532
TP40,KAW0112_DLS0,0
TP40,KAW0113_DLS1,0
TP40,ABY0111,3.181
TP40,ALB0331,112.131
TP40,ALB1101,59.581
TP40,APS0111,0.216
TP40,ARG1101,0
TP40,ASB0331,20.367
TP40,ASB0661,28.807
TP40,ASY0111,12.316
TP40,ATU1101,0.122
TP40,BAL0331,18.161
TP40,BDE0111,6.492
TP40,BLN0331,59.757
TP40,BOB0331,8.044
TP40,BPD1101,1.56
TP40,BPE0331,78.337
TP40,BPE0551,2.257
TP40,BPT1101,0.346
TP40,BRB0331,41.822
TP40,BRK0331,23.801
TP40,BRY0661,126.278
TP40,BWK1101,0
TP40,CBG0111,29.431
TP40,CLH0111,0.391
TP40,CML0331,29.035
TP40,COL0111,0.216
TP40,COL0661,0
TP40,CPK0111,18.822
TP40,CST0331,37.794
TP40,CUL0331,7.078
TP40,CUL0661,5.215
TP40,CYD0331,1.527
TP40,CYD2201,0
TP40,DOB0331,2.304
TP40,DVK0111,10.409
TP40,EDG0331,55.319
TP40,EDN0331,4.896
TP40,FHL0331,43.539
TP40,FKN0331,54.019
TP40,GFD0331,49.665
TP40,GLN0331,69.936
TP40,GLN0332,50.815
TP40,GOR0331,20.962
TP40,GYM0661,10.312
TP40,GYT0331,7.256
TP40,HAM0111,30.248
TP40,HAM0551,0.129
TP40,HAY0111,15.43
TP40,HAY0331,13.274
TP40,HEN0331,102.404
TP40,HEP0331,123.993
TP40,HKK0661,1.709
TP40,HLY0331,16.597
TP40,HOB1101,27.326
TP40,HOR0331,7.07
TP40,HOR0661,3.662
TP40,HTI0331,21.511
TP40,HUI0331,23.087
TP40,HWA0331,22.366
TP40,HWA0332,5.661
TP40,HWA1101,0
TP40,HWA1102,0
TP40,HWB0331,52.771
TP40,HWB0332,35.934
TP40,HWB1101,7.335
TP40,INV0331,68.208
TP40,ISL0661,350.147
TP40,KAI0111,26.112
TP40,KAW0112,38.879
TP40,KAW1101,0
TP40,KBY0661,1.11
TP40,KBY0662,1.269
TP40,KIK0111,1.703
TP40,KIN0111,40.882
TP40,KIN0112,-22.754
TP40,KIN0113,15.947
TP40,KMO0331,16.016
TP40,KOE1101,35.198
TP40,KPA1101,0
TP40,KUM0661,-2.409
TP40,KWA0111,23.787
TP40,LFD1101,0.955
TP40,LFD1102,0.869
TP40,LTN0331,42.087
TP40,MAN2201,0.926
TP40,MAT1101,0.328
TP40,MCH0111,1.418
TP40,MER0331,0
TP40,MGM0331,6.581
TP40,MHO0331,28.208
TP40,MKE1101,0.194
TP40,MLG0111,19.698
TP40,MLG0331,28.25
TP40,MNG0331,90.082
TP40,MNG1101,8.118
TP40,MNI0111,5.902
TP40,MST0331,34.655
TP40,MTM0331,54.947
TP40,MTN0331,13.424
TP40,MTO0331,13.281
TP40,MTR0331,5.698
TP40,NAP2201,0
TP40,NAP2202,0
TP40,NMA0331,8.594
TP40,NPK0331,4.556
TP40,NPL0331,9.835
TP40,NSY0331,23.794
TP40,OAM0331,24.585
TP40,OKN0111,5.986
TP40,ONG0331,0.701
TP40,OPK0331,4.902
TP40,ORO1101,2.908
TP40,ORO1102,2.857
TP40,OTA0221,51.193
TP40,OTI0111,0.072
TP40,OWH0111,11.039
TP40,PAK0331,122.595
TP40,PAO1101,25.124
TP40,PEN0221,44.567
TP40,PEN0251,2.723
TP40,PEN1101,106.451
TP40,PNI0331,16.056
TP40,PPI2201,0
TP40,RDF0331,51.957
TP40,RFN1101,1.271
TP40,RFN1102,1.23
TP40,ROS0221,99.534
TP40,ROS1101,53.136
TP40,ROT0111,22.364
TP40,ROT0331,33.894
TP40,ROT1101,0
TP40,SBK0331,23.452
TP40,SBK0661,12.631
TP40,SDN0331,54.902
TP40,SFD0331,16.905
TP40,SFD2201,0
TP40,STK0331,109.214
TP40,STK0661,22.26
TP40,STU0111,6.503
TP40,SVL0331,68.893
TP40,SWN0251,2.999
TP40,SWN2201,0.1
TP40,TAK0331,102.543
TP40,TGA0111,23.892
TP40,TGA0331,67.621
TP40,THI2201,0
TP40,TIM0111,55.131
TP40,TKA0331,3.577
TP40,TKH0111,1.083
TP40,TKR0331,78.284
TP40,TKU0331,6.055
TP40,TMI0331,26.839
TP40,TMK0331,15.865
TP40,TMN0551,2.78
TP40,TMU0111,26.833
TP40,TNG0111,20.097
TP40,TNG0551,0.206
TP40,TRK0111,6.581
TP40,TUI1101,47.7
TP40,TWC2201,0.838
TP40,TWH0331,63.261
TP40,TWI2201,574.009
TP40,TWZ0331,6.136
TP40,UHT0331,26.171
TP40,WAI0111,8.193
TP40,WDV0111,2.205
TP40,WDV1101,0.458
TP40,WEL0331,28.658
TP40,WHI2201,0.17
TP40,WIL0331,-4.326
TP40,WIR0331,74.246
TP40,WKM2201,4.616
TP40,WPR0331,6.336
TP40,WPR0661,2.471
TP40,WPT0111,0
TP40,WPW0331,15.863
TP40,WRD0331,62.562
TP40,WRK0331,36.908
TP40,WTK0111,0
TP40,WTK0331,0
TP40,WTU0331,70.725
TP40,WVY0111,3.122
TP40,WWD1102,-55.055
TP40,WWD1103,-53.997
TP41,BOB1101,52.376
TP41,CPK0331,122.337
TP41,HAM0331,109.726
TP41,HIN0331,25.796
TP41,ISL0331,53.752
TP41,KAW0111,15.77
TP41,KAW0113,25.781
TP41,KIN0331,13.07
TP41,KPU0661,34.958
TP41,MPE1101,86.614
TP41,PEN0331,214.972
TP41,PRM0331,60.048
TP41,WGN0331,19.57
TP41,WHI0111,29.065
TP41,WHU0331,14.582
TP41,WKO0331,27.58
TP41,KAW0112_DLS0,0
TP41,KAW0113_DLS1,0
TP41,ABY0111,3.067
TP41,ALB0331,108.319
TP41,ALB1101,57.678
TP41,APS0111,0.199
TP41,ARG1101,0
TP41,ASB0331,19.69
TP41,ASB0661,27.195
TP41,ASY0111,11.926
TP41,ATU1101,0.127
TP41,BAL0331,17.903
TP41,BDE0111,6.757
TP41,BLN0331,56.622
TP41,BOB0331,8.164
TP41,BPD1101,1.558
TP41,BPE0331,75.18
TP41,BPE0551,1.314
TP41,BPT1101,0.345
TP41,BRB0331,40.893
TP41,BRK0331,22.971
TP41,BRY0661,120.992
TP41,BWK1101,0
TP41,CBG0111,29.454
TP41,CLH0111,0.363
TP41,CML0331,28.581
TP41,COL0111,0.222
TP41,COL0661,0
TP41,CPK0111,18.195
TP41,CST0331,37.437
TP41,CUL0331,6.788
TP41,CUL0661,4.969
TP41,CYD0331,1.671
TP41,CYD2201,0
TP41,DOB0331,2.177
TP41,DVK0111,10.009
TP41,EDG0331,53.738
TP41,EDN0331,4.728
TP41,FHL0331,41.681
TP41,FKN0331,54.747
TP41,GFD0331,48.306
TP41,GLN0331,78.902
TP41,GLN0332,48.477
TP41,GOR0331,20.038
TP41,GYM0661,9.841
TP41,GYT0331,7.307
TP41,HAM0111,29.139
TP41,HAM0551,0.184
TP41,HAY0111,14.936
TP41,HAY0331,12.937
TP41,HEN0331,98.302
TP41,HEP0331,118.591
TP41,HKK0661,1.215
TP41,HLY0331,18.696
TP41,HOB1101,26.795
TP41,HOR0331,6.605
TP41,HOR0661,3.558
TP41,HTI0331,22.53
TP41,HUI0331,22.606
TP41,HWA0331,21.594
TP41,HWA0332,5.663
TP41,HWA1101,0
TP41,HWA1102,0
TP41,HWB0331,47.543
TP41,HWB0332,34.841
TP41,HWB1101,7.151
TP41,INV0331,66.251
TP41,ISL0661,336.996
TP41,KAI0111,26.125
TP41,KAW0112,38.974
TP41,KAW1101,0
TP41,KBY0661,1.063
TP41,KBY0662,1.221
TP41,KIK0111,1.638
TP41,KIN0111,41.081
TP41,KIN0112,-22.76
TP41,KIN0113,15.867
TP41,KMO0331,15.144
TP41,KOE1101,31.709
TP41,KPA1101,0
TP41,KUM0661,-2.424
TP41,KWA0111,22.475
TP41,LFD1101,0.926
TP41,LFD1102,0.815
TP41,LTN0331,40.749
TP41,MAN2201,0.932
TP41,MAT1101,0.253
TP41,MCH0111,1.373
TP41,MER0331,0
TP41,MGM0331,6.285
TP41,MHO0331,34.033
TP41,MKE1101,0.18
TP41,MLG0111,18.837
TP41,MLG0331,27.04
TP41,MNG0331,89.263
TP41,MNG1101,5.34
TP41,MNI0111,5.891
TP41,MST0331,33.864
TP41,MTM0331,52.715
TP41,MTN0331,13.011
TP41,MTO0331,12.286
TP41,MTR0331,5.446
TP41,NAP2201,0
TP41,NAP2202,0
TP41,NMA0331,7.466
TP41,NPK0331,4.924
TP41,NPL0331,9.264
TP41,NSY0331,23.716
TP41,OAM0331,23.675
TP41,OKN0111,6.957
TP41,ONG0331,2.19
TP41,OPK0331,4.706
TP41,ORO1101,3.441
TP41,ORO1102,3.388
TP41,OTA0221,50.118
TP41,OTI0111,0.076
TP41,OWH0111,10.366
TP41,PAK0331,119.85
TP41,PAO1101,24.455
TP41,PEN0221,43.219
TP41,PEN0251,2.452
TP41,PEN1101,103.585
TP41,PNI0331,15.262
TP41,PPI2201,0
TP41,RDF0331,48.952
TP41,RFN1101,1.162
TP41,RFN1102,1.111
TP41,ROS0221,97.622
TP41,ROS1101,51.783
TP41,ROT0111,21.346
TP41,ROT0331,32.461
TP41,ROT1101,0
TP41,SBK0331,22.187
TP41,SBK0661,12.076
TP41,SDN0331,52.888
TP41,SFD0331,16.287
TP41,SFD2201,0
TP41,STK0331,103.842
TP41,STK0661,20.986
TP41,STU0111,6.239
TP41,SVL0331,65.436
TP41,SWN0251,1.834
TP41,SWN2201,0.1
TP41,TAK0331,99.616
TP41,TGA0111,22.482
TP41,TGA0331,64.44
TP41,THI2201,0
TP41,TIM0111,53.397
TP41,TKA0331,3.523
TP41,TKH0111,1.023
TP41,TKR0331,75.512
TP41,TKU0331,7.161
TP41,TMI0331,25.956
TP41,TMK0331,15.459
TP41,TMN0551,0.058
TP41,TMU0111,29.1
TP41,TNG0111,21.322
TP41,TNG0551,1.76
TP41,TRK0111,6.232
TP41,TUI1101,44.362
TP41,TWC2201,0.835
TP41,TWH0331,44.335
TP41,TWI2201,574.618
TP41,TWZ0331,5.969
TP41,UHT0331,25.255
TP41,WAI0111,7.711
TP41,WDV0111,1.983
TP41,WDV1101,0.455
TP41,WEL0331,27.332
TP41,WHI2201,0.168
TP41,WIL0331,3.367
TP41,WIR0331,72.457
TP41,WKM2201,5.556
TP41,WPR0331,6.034
TP41,WPR0661,2.257
TP41,WPT0111,0
TP41,WPW0331,15.343
TP41,WRD0331,60.478
TP41,WRK0331,36.396
TP41,WTK0111,0
TP41,WTK0331,0
TP41,WTU0331,67.514
TP41,WVY0111,2.986
TP41,WWD1102,-52.594
TP41,WWD1103,-54.141
TP42,BOB1101,52.819
TP42,CPK0331,118.778
TP42,HAM0331,104.63
TP42,HIN0331,24.684
TP42,ISL0331,52.261
TP42,KAW0111,16.292
TP42,KAW0113,34.261
TP42,KIN0331,11.994
TP42,KPU0661,32.869
TP42,MPE1101,82.113
TP42,PEN0331,207.088
TP42,PRM0331,54.415
TP42,WGN0331,18.816
TP42,WHI0111,34.061
TP42,WHU0331,13.952
TP42,WKO0331,26.48
TP42,KAW0112_DLS0,0
TP42,KAW0113_DLS1,0
TP42,ABY0111,2.962
TP42,ALB0331,104.01
TP42,ALB1101,55.632
TP42,APS0111,0.201
TP42,ARG1101,0.029
TP42,ASB0331,19.22
TP42,ASB0661,26.093
TP42,ASY0111,11.909
TP42,ATU1101,0.122
TP42,BAL0331,16.732
TP42,BDE0111,6.695
TP42,BLN0331,53.956
TP42,BOB0331,7.846
TP42,BPD1101,1.521
TP42,BPE0331,72.198
TP42,BPE0551,0.062
